AAAÑO,MMES,QCATEGORÍAS,INTIPO,IDDISTRITO,DPROVINCIA,QLUG,IDSITTURI,ADACTIV,NVISIT,QPROVENENCIA,PPRECIO
2022,marzo,convencional,exonerado,Caraz,Huaylas,Paron,Laguna Paron,Turismo,0,extranjero,S/ 150
2022,marzo,Aventura,Con boleto ,Caraz,Huaylas,Paron,nevado Artesonraju,alpinismo,0,local,S/ 15
2022,marzo,Aventura,Con boleto ,Caraz,Huaylas,Paron,nevado Artesonraju,alpinismo,0,nacional,S/ 75
2022,marzo,Aventura,Con boleto ,Caraz,Huaylas,Paron,nevado Artesonraju,alpinismo,0,extranjero,S/ 150
2022,marzo,Aventura,exonerado,Caraz,Huaylas,Paron,nevado Artesonraju,alpinismo,0,local,S/ 15
2022,marzo,Aventura,exonerado,Caraz,Huaylas,Paron,nevado Artesonraju,alpinismo,0,nacional,S/ 75
2022,marzo,Aventura,exonerado,Caraz,Huaylas,Paron,nevado Artesonraju,alpinismo,0,extranjero,S/ 150
2022,marzo,Aventura,Con boleto ,Cashapampa,Sihuas,Cashapampa,Santa Cruz - Huaripampa,trekking ,0,local,S/ 15
2022,marzo,Aventura,Con boleto ,Cashapampa,Sihuas,Cashapampa,Santa Cruz - Huaripampa,trekking ,0,nacional,S/ 75
2022,marzo,Aventura,Con boleto ,Cashapampa,Sihuas,Cashapampa,Santa Cruz - Huaripampa,trekking ,23,extranjero,S/ 150
2022,marzo,Aventura,exonerado,Cashapampa,Sihuas,Cashapampa,Santa Cruz - Huaripampa,trekking ,0,local,S/ 15
2022,marzo,Aventura,exonerado,Cashapampa,Sihuas,Cashapampa,Santa Cruz - Huaripampa,trekking ,0,nacional,S/ 75
2022,marzo,Aventura,exonerado,Cashapampa,Sihuas,Cashapampa,Santa Cruz - Huaripampa,trekking ,0,extranjero,S/ 150
2022,marzo,Aventura,Con boleto ,San Marcos,Huari,Huaripampa,Huaripampa - Santa Cruz,trekking ,,local,S/ 15
2022,marzo,Aventura,Con boleto ,San Marcos,Huari,Huaripampa,Huaripampa - Santa Cruz,trekking ,0,nacional,S/ 75
2022,marzo,Aventura,Con boleto ,San Marcos,Huari,Huaripampa,Huaripampa - Santa Cruz,trekking ,0,extranjero,S/ 150
2022,marzo,Aventura,exonerado,San Marcos,Huari,Huaripampa,Huaripampa - Santa Cruz,trekking ,22,local,S/ 15
2022,marzo,Aventura,exonerado,San Marcos,Huari,Huaripampa,Huaripampa - Santa Cruz,trekking ,0,nacional,S/ 75
2022,marzo,Aventura,exonerado,San Marcos,Huari,Huaripampa,Huaripampa - Santa Cruz,trekking ,0,extranjero,S/ 150
2022,abril,convencional,Con boleto ,Yungay,Yungay,Llanganuco,laguna Chinancocha y laguna 69,Turismo,1205,local,S/ 15
2022,abril,convencional,Con boleto ,Yungay,Yungay,Llanganuco,laguna Chinancocha y laguna 70,Turismo,8972,nacional,S/ 75
2022,abril,convencional,Con boleto ,Yungay,Yungay,Llanganuco,laguna Chinancocha y laguna 70,Turismo,1213,extranjero,S/ 150
2022,abril,convencional,exonerado,Yungay,Yungay,Llanganuco,laguna Chinancocha y laguna 71,Turismo,459,local,S/ 15
2022,abril,convencional,exonerado,Yungay,Yungay,Llanganuco,laguna Chinancocha y laguna 72,Turismo,0,nacional,S/ 75
2022,abril,convencional,exonerado,Yungay,Yungay,Llanganuco,laguna Chinancocha y laguna 72,Turismo,0,extranjero,S/ 150
2022,abril,Aventura,Con boleto ,Yungay,Yungay,Llanganuco,"nevados Pisco, Yanapaccha, Chacraraju, Huandoy y Chopicalqui",alpinismo,0,local,S/ 15
2022,abril,Aventura,Con boleto ,Yungay,Yungay,Llanganuco,"nevados Pisco, Yanapaccha, Chacraraju, Huandoy y Chopicalqui",alpinismo,12,nacional,S/ 75
2022,abril,Aventura,Con boleto ,Yungay,Yungay,Llanganuco,"nevados Pisco, Yanapaccha, Chacraraju, Huandoy y Chopicalqui",alpinismo,164,extranjero,S/ 150
2022,abril,Aventura,exonerado,Yungay,Yungay,Llanganuco,"nevados Pisco, Yanapaccha, Chacraraju, Huandoy y Chopicalqui",alpinismo,0,local,S/ 15
2022,abril,Aventura,exonerado,Yungay,Yungay,Llanganuco,"nevados Pisco, Yanapaccha, Chacraraju, Huandoy y Chopicalqui",alpinismo,0,nacional,S/ 75
2022,abril,Aventura,exonerado,Yungay,Yungay,Llanganuco,"nevados Pisco, Yanapaccha, Chacraraju, Huandoy y Chopicalqui",alpinismo,0,extranjero,S/ 150
2022,abril,convencional,Con boleto ,Catac,Recuay,carpa,Pastoruri,Turismo,609,local,S/ 15
2022,abril,convencional,Con boleto ,Catac,Recuay,carpa,Pastoruri,Turismo,4034,nacional,S/ 75
2022,abril,convencional,Con boleto ,Catac,Recuay,carpa,Pastoruri,Turismo,398,extranjero,S/ 150
2022,abril,convencional,exonerado,Catac,Recuay,carpa,Pastoruri,Turismo,250,local,S/ 15
2022,abril,convencional,exonerado,Catac,Recuay,carpa,Pastoruri,Turismo,0,nacional,S/ 75
2022,abril,convencional,exonerado,Catac,Recuay,carpa,Pastoruri,Turismo,0,extranjero,S/ 150
2022,abril,Aventura,Con boleto ,Huaraz,Huaraz,Ishinca,"nevados de Ishinca, Urus, Aquillpo y Tocllaraju",alpinismo,0,local,S/ 15
2022,abril,Aventura,Con boleto ,Huaraz,Huaraz,Ishinca,"nevados de Ishinca, Urus, Aquillpo y Tocllaraju",alpinismo,0,nacional,S/ 75
2022,abril,Aventura,Con boleto ,Huaraz,Huaraz,Ishinca,"nevados de Ishinca, Urus, Aquillpo y Tocllaraju",alpinismo,0,extranjero,S/ 150
2022,abril,Aventura,exonerado,Huaraz,Huaraz,Ishinca,"nevados de Ishinca, Urus, Aquillpo y Tocllaraju",alpinismo,0,local,S/ 15
2022,abril,Aventura,exonerado,Huaraz,Huaraz,Ishinca,"nevados de Ishinca, Urus, Aquillpo y Tocllaraju",alpinismo,0,nacional,S/ 75
2022,abril,Aventura,exonerado,Huaraz,Huaraz,Ishinca,"nevados de Ishinca, Urus, Aquillpo y Tocllaraju",alpinismo,0,extranjero,S/ 150
2022,abril,convencional,Con boleto ,Acopalca,Huari,Purhuay,laguna Purhuay,Turismo,0,local,S/ 15
2022,abril,convencional,Con boleto ,Acopalca,Huari,Purhuay,laguna Purhuay,Turismo,0,nacional,S/ 75
2022,abril,convencional,Con boleto ,Acopalca,Huari,Purhuay,laguna Purhuay,Turismo,0,extranjero,S/ 150
2022,abril,convencional,exonerado,Acopalca,Huari,Purhuay,laguna Purhuay,Turismo,0,local,S/ 15
2022,abril,convencional,exonerado,Acopalca,Huari,Purhuay,laguna Purhuay,Turismo,0,nacional,S/ 75
2022,abril,convencional,exonerado,Acopalca,Huari,Purhuay,laguna Purhuay,Turismo,0,extranjero,S/ 150
2022,abril,convencional,Con boleto ,Independencia,Huaraz,Quillcayhuanca,Laguna Churup,Turismo,482,local,S/ 15
2022,abril,convencional,Con boleto ,Independencia,Huaraz,Quillcayhuanca,Laguna Churup,Turismo,504,nacional,S/ 75
2022,abril,convencional,Con boleto ,Independencia,Huaraz,Quillcayhuanca,Laguna Churup,Turismo,625,extranjero,S/ 150
2022,abril,convencional,exonerado,Independencia,Huaraz,Quillcayhuanca,Laguna Churup,Turismo,20,local,S/ 15
2022,abril,convencional,exonerado,Independencia,Huaraz,Quillcayhuanca,Laguna Churup,Turismo,0,nacional,S/ 75
2022,abril,convencional,exonerado,Independencia,Huaraz,Quillcayhuanca,Laguna Churup,Turismo,0,extranjero,S/ 150
2022,abril,Aventura,Con boleto ,Independencia,Huaraz,Quillcayhuanca,Quillcayhuanca - Cojup,Treking ,0,local,S/ 15
2022,abril,Aventura,Con boleto ,Independencia,Huaraz,Quillcayhuanca,Quillcayhuanca - Cojup,Treking ,0,nacional,S/ 75
2022,abril,Aventura,Con boleto ,Independencia,Huaraz,Quillcayhuanca,Quillcayhuanca - Cojup,Treking ,0,extranjero,S/ 150
2022,abril,Aventura,exonerado,Independencia,Huaraz,Quillcayhuanca,Quillcayhuanca - Cojup,Treking ,0,local,S/ 15
2022,abril,Aventura,exonerado,Independencia,Huaraz,Quillcayhuanca,Quillcayhuanca - Cojup,Treking ,0,nacional,S/ 75
2022,abril,Aventura,exonerado,Independencia,Huaraz,Quillcayhuanca,Quillcayhuanca - Cojup,Treking ,0,extranjero,S/ 150
2022,abril,convencional,Con boleto ,Independencia,Huaraz,Llaca,laguna Llaca,Turismo,156,local,S/ 15
2022,abril,convencional,Con boleto ,Independencia,Huaraz,Llaca,laguna Llaca,Turismo,131,nacional,S/ 75
2022,abril,convencional,Con boleto ,Independencia,Huaraz,Llaca,laguna Llaca,Turismo,88,extranjero,S/ 150
2022,abril,convencional,exonerado,Independencia,Huaraz,Llaca,laguna Llaca,Turismo,1,local,S/ 15
2022,abril,convencional,exonerado,Independencia,Huaraz,Llaca,laguna Llaca,Turismo,0,nacional,S/ 75
2022,abril,convencional,exonerado,Independencia,Huaraz,Llaca,laguna Llaca,Turismo,0,extranjero,S/ 150
2022,abril,Aventura,Con boleto ,Independencia,Huaraz,Llaca,nevados Ocshapalca y Vallunaraju,alpinismo,0,local,S/ 15
2022,abril,Aventura,Con boleto ,Independencia,Huaraz,Llaca,nevados Ocshapalca y Vallunaraju,alpinismo,0,nacional,S/ 75
2022,abril,Aventura,Con boleto ,Independencia,Huaraz,Llaca,nevados Ocshapalca y Vallunaraju,alpinismo,0,extranjero,S/ 150
2022,abril,Aventura,exonerado,Independencia,Huaraz,Llaca,nevados Ocshapalca y Vallunaraju,alpinismo,0,local,S/ 15
2022,abril,Aventura,exonerado,Independencia,Huaraz,Llaca,nevados Ocshapalca y Vallunaraju,alpinismo,0,nacional,S/ 75
2022,abril,Aventura,exonerado,Independencia,Huaraz,Llaca,nevados Ocshapalca y Vallunaraju,alpinismo,0,extranjero,S/ 150
2022,abril,convencional,Con boleto ,Shilla,Carhuaz,Ulta,Punta olimpica,Turismo,1303,local,S/ 15
2022,abril,convencional,Con boleto ,Shilla,Carhuaz,Ulta,Punta olimpica,Turismo,851,nacional,S/ 75
2022,abril,convencional,Con boleto ,Shilla,Carhuaz,Ulta,Punta olimpica,Turismo,35,extranjero,S/ 150
2022,abril,convencional,exonerado,Shilla,Carhuaz,Ulta,Punta olimpica,Turismo,22,local,S/ 15
2022,abril,convencional,exonerado,Shilla,Carhuaz,Ulta,Punta olimpica,Turismo,0,nacional,S/ 75
2022,abril,convencional,exonerado,Shilla,Carhuaz,Ulta,Punta olimpica,Turismo,0,extranjero,S/ 150
2022,abril,Aventura,Con boleto ,Shilla,Carhuaz,Ulta,nevado Contrahierbas,alpinismo,0,local,S/ 15
2022,abril,Aventura,Con boleto ,Shilla,Carhuaz,Ulta,nevado Contrahierbas,alpinismo,247,nacional,S/ 75
2022,abril,Aventura,Con boleto ,Shilla,Carhuaz,Ulta,nevado Contrahierbas,alpinismo,61,extranjero,S/ 150
2022,abril,Aventura,exonerado,Shilla,Carhuaz,Ulta,nevado Contrahierbas,alpinismo,0,local,S/ 15
2022,abril,Aventura,exonerado,Shilla,Carhuaz,Ulta,nevado Contrahierbas,alpinismo,19,nacional,S/ 75
2022,abril,Aventura,exonerado,Shilla,Carhuaz,Ulta,nevado Contrahierbas,alpinismo,86,extranjero,S/ 150
2022,abril,convencional,Con boleto ,Chavin ,Huaraz,Querococha,Laguna Querocoha,Turismo,0,local,S/ 15
2022,abril,convencional,Con boleto ,Chavin ,Huaraz,Querococha,Laguna Querocoha,Turismo,0,nacional,S/ 75
2022,abril,convencional,Con boleto ,Chavin ,Huaraz,Querococha,Laguna Querocoha,Turismo,0,extranjero,S/ 150
2022,abril,convencional,exonerado,Chavin ,Huaraz,Querococha,Laguna Querocoha,Turismo,0,local,S/ 15
2022,abril,convencional,exonerado,Chavin ,Huaraz,Querococha,Laguna Querocoha,Turismo,0,nacional,S/ 75
2022,abril,convencional,exonerado,Chavin ,Huaraz,Querococha,Laguna Querocoha,Turismo,0,extranjero,S/ 150
2022,abril,convencional,Con boleto ,Caraz,Huaylas,Paron,Laguna Paron,Turismo,0,local,S/ 15
2022,abril,convencional,Con boleto ,Caraz,Huaylas,Paron,Laguna Paron,Turismo,0,nacional,S/ 75
2022,abril,convencional,Con boleto ,Caraz,Huaylas,Paron,Laguna Paron,Turismo,0,extranjero,S/ 150
2022,abril,convencional,exonerado,Caraz,Huaylas,Paron,Laguna Paron,Turismo,0,local,S/ 15
2022,abril,convencional,exonerado,Caraz,Huaylas,Paron,Laguna Paron,Turismo,0,nacional,S/ 75
2022,abril,convencional,exonerado,Caraz,Huaylas,Paron,Laguna Paron,Turismo,0,extranjero,S/ 150
2022,abril,Aventura,Con boleto ,Caraz,Huaylas,Paron,nevado Artesonraju,alpinismo,0,local,S/ 15
2022,abril,Aventura,Con boleto ,Caraz,Huaylas,Paron,nevado Artesonraju,alpinismo,0,nacional,S/ 75
2022,abril,Aventura,Con boleto ,Caraz,Huaylas,Paron,nevado Artesonraju,alpinismo,0,extranjero,S/ 150
2022,abril,Aventura,exonerado,Caraz,Huaylas,Paron,nevado Artesonraju,alpinismo,0,local,S/ 15
2022,abril,Aventura,exonerado,Caraz,Huaylas,Paron,nevado Artesonraju,alpinismo,0,nacional,S/ 75
2022,abril,Aventura,exonerado,Caraz,Huaylas,Paron,nevado Artesonraju,alpinismo,0,extranjero,S/ 150
2022,abril,Aventura,Con boleto ,Cashapampa,Sihuas,Cashapampa,Santa Cruz - Huaripampa,trekking ,0,local,S/ 15
2022,abril,Aventura,Con boleto ,Cashapampa,Sihuas,Cashapampa,Santa Cruz - Huaripampa,trekking ,0,nacional,S/ 75
2022,abril,Aventura,Con boleto ,Cashapampa,Sihuas,Cashapampa,Santa Cruz - Huaripampa,trekking ,0,extranjero,S/ 150
2022,abril,Aventura,exonerado,Cashapampa,Sihuas,Cashapampa,Santa Cruz - Huaripampa,trekking ,0,local,S/ 15
2022,abril,Aventura,exonerado,Cashapampa,Sihuas,Cashapampa,Santa Cruz - Huaripampa,trekking ,0,nacional,S/ 75
2022,abril,Aventura,exonerado,Cashapampa,Sihuas,Cashapampa,Santa Cruz - Huaripampa,trekking ,0,extranjero,S/ 150
2022,abril,Aventura,Con boleto ,San Marcos,Huari,Huaripampa,Huaripampa - Santa Cruz,trekking ,0,local,S/ 15
2022,abril,Aventura,Con boleto ,San Marcos,Huari,Huaripampa,Huaripampa - Santa Cruz,trekking ,0,nacional,S/ 75
2022,abril,Aventura,Con boleto ,San Marcos,Huari,Huaripampa,Huaripampa - Santa Cruz,trekking ,44,extranjero,S/ 150
2022,abril,Aventura,exonerado,San Marcos,Huari,Huaripampa,Huaripampa - Santa Cruz,trekking ,0,local,S/ 15
2022,abril,Aventura,exonerado,San Marcos,Huari,Huaripampa,Huaripampa - Santa Cruz,trekking ,0,nacional,S/ 75
2022,abril,Aventura,exonerado,San Marcos,Huari,Huaripampa,Huaripampa - Santa Cruz,trekking ,0,extranjero,S/ 150
2022,mayo,convencional,Con boleto ,Yungay,Yungay,Llanganuco,laguna Chinancocha y laguna 69,Turismo,1217,local,S/ 15
2022,mayo,convencional,Con boleto ,Yungay,Yungay,Llanganuco,laguna Chinancocha y laguna 70,Turismo,5975,nacional,S/ 75
2022,mayo,convencional,Con boleto ,Yungay,Yungay,Llanganuco,laguna Chinancocha y laguna 70,Turismo,1729,extranjero,S/ 150
2022,mayo,convencional,exonerado,Yungay,Yungay,Llanganuco,laguna Chinancocha y laguna 71,Turismo,646,local,S/ 15
2022,mayo,convencional,exonerado,Yungay,Yungay,Llanganuco,laguna Chinancocha y laguna 72,Turismo,0,nacional,S/ 75
2022,mayo,convencional,exonerado,Yungay,Yungay,Llanganuco,laguna Chinancocha y laguna 72,Turismo,0,extranjero,S/ 150
2022,mayo,Aventura,Con boleto ,Yungay,Yungay,Llanganuco,"nevados Pisco, Yanapaccha, Chacraraju, Huandoy y Chopicalqui",alpinismo,0,local,S/ 15
2022,mayo,Aventura,Con boleto ,Yungay,Yungay,Llanganuco,"nevados Pisco, Yanapaccha, Chacraraju, Huandoy y Chopicalqui",alpinismo,28,nacional,S/ 75
2022,mayo,Aventura,Con boleto ,Yungay,Yungay,Llanganuco,"nevados Pisco, Yanapaccha, Chacraraju, Huandoy y Chopicalqui",alpinismo,414,extranjero,S/ 150
2022,mayo,Aventura,exonerado,Yungay,Yungay,Llanganuco,"nevados Pisco, Yanapaccha, Chacraraju, Huandoy y Chopicalqui",alpinismo,0,local,S/ 15
2022,mayo,Aventura,exonerado,Yungay,Yungay,Llanganuco,"nevados Pisco, Yanapaccha, Chacraraju, Huandoy y Chopicalqui",alpinismo,1,nacional,S/ 75
2022,mayo,Aventura,exonerado,Yungay,Yungay,Llanganuco,"nevados Pisco, Yanapaccha, Chacraraju, Huandoy y Chopicalqui",alpinismo,37,extranjero,S/ 150
2022,mayo,convencional,Con boleto ,Catac,Recuay,carpa,Pastoruri,Turismo,460,local,S/ 15
2022,mayo,convencional,Con boleto ,Catac,Recuay,carpa,Pastoruri,Turismo,2766,nacional,S/ 75
2022,mayo,convencional,Con boleto ,Catac,Recuay,carpa,Pastoruri,Turismo,639,extranjero,S/ 150
2022,mayo,convencional,exonerado,Catac,Recuay,carpa,Pastoruri,Turismo,272,local,S/ 15
2022,mayo,convencional,exonerado,Catac,Recuay,carpa,Pastoruri,Turismo,0,nacional,S/ 75
2022,mayo,convencional,exonerado,Catac,Recuay,carpa,Pastoruri,Turismo,0,extranjero,S/ 150
2022,mayo,Aventura,Con boleto ,Huaraz,Huaraz,Ishinca,"nevados de Ishinca, Urus, Aquillpo y Tocllaraju",alpinismo,0,local,S/ 15
2022,mayo,Aventura,Con boleto ,Huaraz,Huaraz,Ishinca,"nevados de Ishinca, Urus, Aquillpo y Tocllaraju",alpinismo,0,nacional,S/ 75
2022,mayo,Aventura,Con boleto ,Huaraz,Huaraz,Ishinca,"nevados de Ishinca, Urus, Aquillpo y Tocllaraju",alpinismo,0,extranjero,S/ 150
2022,mayo,Aventura,exonerado,Huaraz,Huaraz,Ishinca,"nevados de Ishinca, Urus, Aquillpo y Tocllaraju",alpinismo,0,local,S/ 15
2022,mayo,Aventura,exonerado,Huaraz,Huaraz,Ishinca,"nevados de Ishinca, Urus, Aquillpo y Tocllaraju",alpinismo,0,nacional,S/ 75
2022,mayo,Aventura,exonerado,Huaraz,Huaraz,Ishinca,"nevados de Ishinca, Urus, Aquillpo y Tocllaraju",alpinismo,0,extranjero,S/ 150
2022,mayo,convencional,Con boleto ,Acopalca,Huari,Purhuay,laguna Purhuay,Turismo,0,local,S/ 15
2022,mayo,convencional,Con boleto ,Acopalca,Huari,Purhuay,laguna Purhuay,Turismo,0,nacional,S/ 75
2022,mayo,convencional,Con boleto ,Acopalca,Huari,Purhuay,laguna Purhuay,Turismo,0,extranjero,S/ 150
2022,mayo,convencional,exonerado,Acopalca,Huari,Purhuay,laguna Purhuay,Turismo,1638,local,S/ 15
2022,mayo,convencional,exonerado,Acopalca,Huari,Purhuay,laguna Purhuay,Turismo,254,nacional,S/ 75
2022,mayo,convencional,exonerado,Acopalca,Huari,Purhuay,laguna Purhuay,Turismo,2,extranjero,S/ 150
2022,mayo,convencional,Con boleto ,Independencia,Huaraz,Quillcayhuanca,Laguna Churup,Turismo,354,local,S/ 15
2022,mayo,convencional,Con boleto ,Independencia,Huaraz,Quillcayhuanca,Laguna Churup,Turismo,389,nacional,S/ 75
2022,mayo,convencional,Con boleto ,Independencia,Huaraz,Quillcayhuanca,Laguna Churup,Turismo,636,extranjero,S/ 150
2022,mayo,convencional,exonerado,Independencia,Huaraz,Quillcayhuanca,Laguna Churup,Turismo,66,local,S/ 15
2022,mayo,convencional,exonerado,Independencia,Huaraz,Quillcayhuanca,Laguna Churup,Turismo,0,nacional,S/ 75
2022,mayo,convencional,exonerado,Independencia,Huaraz,Quillcayhuanca,Laguna Churup,Turismo,0,extranjero,S/ 150
2022,mayo,Aventura,Con boleto ,Independencia,Huaraz,Quillcayhuanca,Quillcayhuanca - Cojup,Treking ,0,local,S/ 15
2022,mayo,Aventura,Con boleto ,Independencia,Huaraz,Quillcayhuanca,Quillcayhuanca - Cojup,Treking ,0,nacional,S/ 75
2022,mayo,Aventura,Con boleto ,Independencia,Huaraz,Quillcayhuanca,Quillcayhuanca - Cojup,Treking ,0,extranjero,S/ 150
2022,mayo,Aventura,exonerado,Independencia,Huaraz,Quillcayhuanca,Quillcayhuanca - Cojup,Treking ,0,local,S/ 15
2022,mayo,Aventura,exonerado,Independencia,Huaraz,Quillcayhuanca,Quillcayhuanca - Cojup,Treking ,0,nacional,S/ 75
2022,mayo,Aventura,exonerado,Independencia,Huaraz,Quillcayhuanca,Quillcayhuanca - Cojup,Treking ,0,extranjero,S/ 150
2022,mayo,convencional,Con boleto ,Independencia,Huaraz,Llaca,laguna Llaca,Turismo,151,local,S/ 15
2022,mayo,convencional,Con boleto ,Independencia,Huaraz,Llaca,laguna Llaca,Turismo,133,nacional,S/ 75
2022,mayo,convencional,Con boleto ,Independencia,Huaraz,Llaca,laguna Llaca,Turismo,136,extranjero,S/ 150
2022,mayo,convencional,exonerado,Independencia,Huaraz,Llaca,laguna Llaca,Turismo,91,local,S/ 15
2022,mayo,convencional,exonerado,Independencia,Huaraz,Llaca,laguna Llaca,Turismo,0,nacional,S/ 75
2022,mayo,convencional,exonerado,Independencia,Huaraz,Llaca,laguna Llaca,Turismo,0,extranjero,S/ 150
2022,mayo,Aventura,Con boleto ,Independencia,Huaraz,Llaca,nevados Ocshapalca y Vallunaraju,alpinismo,0,local,S/ 15
2022,mayo,Aventura,Con boleto ,Independencia,Huaraz,Llaca,nevados Ocshapalca y Vallunaraju,alpinismo,0,nacional,S/ 75
2022,mayo,Aventura,Con boleto ,Independencia,Huaraz,Llaca,nevados Ocshapalca y Vallunaraju,alpinismo,0,extranjero,S/ 150
2022,mayo,Aventura,exonerado,Independencia,Huaraz,Llaca,nevados Ocshapalca y Vallunaraju,alpinismo,0,local,S/ 15
2022,mayo,Aventura,exonerado,Independencia,Huaraz,Llaca,nevados Ocshapalca y Vallunaraju,alpinismo,0,nacional,S/ 75
2022,mayo,Aventura,exonerado,Independencia,Huaraz,Llaca,nevados Ocshapalca y Vallunaraju,alpinismo,0,extranjero,S/ 150
2022,mayo,convencional,Con boleto ,Shilla,Carhuaz,Ulta,Punta olimpica,Turismo,768,local,S/ 15
2022,mayo,convencional,Con boleto ,Shilla,Carhuaz,Ulta,Punta olimpica,Turismo,406,nacional,S/ 75
2022,mayo,convencional,Con boleto ,Shilla,Carhuaz,Ulta,Punta olimpica,Turismo,45,extranjero,S/ 150
2022,mayo,convencional,exonerado,Shilla,Carhuaz,Ulta,Punta olimpica,Turismo,51,local,S/ 15
2022,mayo,convencional,exonerado,Shilla,Carhuaz,Ulta,Punta olimpica,Turismo,0,nacional,S/ 75
2022,mayo,convencional,exonerado,Shilla,Carhuaz,Ulta,Punta olimpica,Turismo,0,extranjero,S/ 150
2022,mayo,Aventura,Con boleto ,Shilla,Carhuaz,Ulta,nevado Contrahierbas,alpinismo,0,local,S/ 15
2022,mayo,Aventura,Con boleto ,Shilla,Carhuaz,Ulta,nevado Contrahierbas,alpinismo,149,nacional,S/ 75
2022,mayo,Aventura,Con boleto ,Shilla,Carhuaz,Ulta,nevado Contrahierbas,alpinismo,237,extranjero,S/ 150
2022,mayo,Aventura,exonerado,Shilla,Carhuaz,Ulta,nevado Contrahierbas,alpinismo,0,local,S/ 15
2022,mayo,Aventura,exonerado,Shilla,Carhuaz,Ulta,nevado Contrahierbas,alpinismo,0,nacional,S/ 75
2022,mayo,Aventura,exonerado,Shilla,Carhuaz,Ulta,nevado Contrahierbas,alpinismo,43,extranjero,S/ 150
2022,mayo,convencional,Con boleto ,Chavin ,Huaraz,Querococha,Laguna Querocoha,Turismo,0,local,S/ 15
2022,mayo,convencional,Con boleto ,Chavin ,Huaraz,Querococha,Laguna Querocoha,Turismo,0,nacional,S/ 75
2022,mayo,convencional,Con boleto ,Chavin ,Huaraz,Querococha,Laguna Querocoha,Turismo,0,extranjero,S/ 150
2022,mayo,convencional,exonerado,Chavin ,Huaraz,Querococha,Laguna Querocoha,Turismo,0,local,S/ 15
2022,mayo,convencional,exonerado,Chavin ,Huaraz,Querococha,Laguna Querocoha,Turismo,0,nacional,S/ 75
2022,mayo,convencional,exonerado,Chavin ,Huaraz,Querococha,Laguna Querocoha,Turismo,0,extranjero,S/ 150
2022,mayo,convencional,Con boleto ,Caraz,Huaylas,Paron,Laguna Paron,Turismo,0,local,S/ 15
2022,mayo,convencional,Con boleto ,Caraz,Huaylas,Paron,Laguna Paron,Turismo,0,nacional,S/ 75
2022,mayo,convencional,Con boleto ,Caraz,Huaylas,Paron,Laguna Paron,Turismo,0,extranjero,S/ 150
2022,mayo,convencional,exonerado,Caraz,Huaylas,Paron,Laguna Paron,Turismo,0,local,S/ 15
2022,mayo,convencional,exonerado,Caraz,Huaylas,Paron,Laguna Paron,Turismo,0,nacional,S/ 75
2022,mayo,convencional,exonerado,Caraz,Huaylas,Paron,Laguna Paron,Turismo,0,extranjero,S/ 150
2022,mayo,Aventura,Con boleto ,Caraz,Huaylas,Paron,nevado Artesonraju,alpinismo,0,local,S/ 15
2022,mayo,Aventura,Con boleto ,Caraz,Huaylas,Paron,nevado Artesonraju,alpinismo,0,nacional,S/ 75
2022,mayo,Aventura,Con boleto ,Caraz,Huaylas,Paron,nevado Artesonraju,alpinismo,0,extranjero,S/ 150
2022,mayo,Aventura,exonerado,Caraz,Huaylas,Paron,nevado Artesonraju,alpinismo,0,local,S/ 15
2022,mayo,Aventura,exonerado,Caraz,Huaylas,Paron,nevado Artesonraju,alpinismo,0,nacional,S/ 75
2022,mayo,Aventura,exonerado,Caraz,Huaylas,Paron,nevado Artesonraju,alpinismo,0,extranjero,S/ 150
2022,mayo,Aventura,Con boleto ,Cashapampa,Sihuas,Cashapampa,Santa Cruz - Huaripampa,trekking ,0,local,S/ 15
2022,mayo,Aventura,Con boleto ,Cashapampa,Sihuas,Cashapampa,Santa Cruz - Huaripampa,trekking ,9,nacional,S/ 75
2022,mayo,Aventura,Con boleto ,Cashapampa,Sihuas,Cashapampa,Santa Cruz - Huaripampa,trekking ,39,extranjero,S/ 150
2022,mayo,Aventura,exonerado,Cashapampa,Sihuas,Cashapampa,Santa Cruz - Huaripampa,trekking ,0,local,S/ 15
2022,mayo,Aventura,exonerado,Cashapampa,Sihuas,Cashapampa,Santa Cruz - Huaripampa,trekking ,0,nacional,S/ 75
2022,mayo,Aventura,exonerado,Cashapampa,Sihuas,Cashapampa,Santa Cruz - Huaripampa,trekking ,0,extranjero,S/ 150
2022,mayo,Aventura,Con boleto ,San Marcos,Huari,Huaripampa,Huaripampa - Santa Cruz,trekking ,2,local,S/ 15
2022,mayo,Aventura,Con boleto ,San Marcos,Huari,Huaripampa,Huaripampa - Santa Cruz,trekking ,3,nacional,S/ 75
2022,mayo,Aventura,Con boleto ,San Marcos,Huari,Huaripampa,Huaripampa - Santa Cruz,trekking ,101,extranjero,S/ 150
2022,mayo,Aventura,exonerado,San Marcos,Huari,Huaripampa,Huaripampa - Santa Cruz,trekking ,0,local,S/ 15
2022,mayo,Aventura,exonerado,San Marcos,Huari,Huaripampa,Huaripampa - Santa Cruz,trekking ,0,nacional,S/ 75
2022,mayo,Aventura,exonerado,San Marcos,Huari,Huaripampa,Huaripampa - Santa Cruz,trekking ,0,extranjero,S/ 150
2022,junio,convencional,Con boleto ,Yungay,Yungay,Llanganuco,laguna Chinancocha y laguna 69,Turismo,1040,local,S/ 15
2022,junio,convencional,Con boleto ,Yungay,Yungay,Llanganuco,laguna Chinancocha y laguna 70,Turismo,4068,nacional,S/ 75
